,Yr,Mo,Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
5982,77,5,19,4.54,5.41,5.96,1.83,2.21,2.96,4.5,5.25,3.67,2.04,13.25,8.83
5983,77,5,20,6.38,6.04,15.63,4.17,2.79,6.25,10.83,3.13,7.46,4.38,5.71,12.92
5984,77,5,21,12.71,7.41,22.46,7.58,7.04,8.71,11.96,4.92,7.87,5.91,7.67,9.0
5985,77,5,22,11.38,9.25,18.63,6.17,5.17,9.21,8.08,5.04,7.12,4.04,8.08,4.08
5986,77,5,23,12.29,6.63,16.46,4.29,6.08,8.08,9.04,2.92,6.58,3.67,10.41,4.54
5987,77,5,24,11.92,7.0,20.17,4.5,7.33,8.83,11.58,7.17,9.62,7.33,11.17,12.33
5988,77,5,25,11.04,6.42,21.25,5.66,6.83,9.71,11.5,4.96,8.79,6.5,8.5,11.96
5989,77,5,26,11.0,1.25,13.0,4.04,4.71,8.04,10.54,8.0,10.63,7.92,9.92,15.5
5990,77,5,27,6.87,6.75,6.17,4.33,8.04,6.83,9.04,6.38,9.42,7.5,8.42,16.08
5991,77,5,28,4.21,5.04,5.88,1.63,4.33,3.75,7.29,3.54,3.79,1.29,6.67,5.04
5992,77,5,29,5.09,5.37,13.0,3.25,4.0,4.75,10.17,5.29,6.92,4.67,8.42,9.92
5993,77,5,30,7.96,2.88,13.5,3.79,4.12,7.38,12.5,4.79,7.5,4.38,7.21,15.04
5994,77,5,31,8.0,3.63,12.58,3.21,5.37,4.12,7.58,2.37,5.75,4.29,5.71,9.96
5995,77,6,1,7.08,5.25,9.71,2.83,2.21,3.5,5.29,1.42,2.0,0.92,5.21,5.63
5996,77,6,2,4.75,5.75,14.67,3.42,3.17,3.46,6.87,2.17,3.42,2.75,4.71,2.58
5997,77,6,3,9.62,5.13,6.17,5.71,8.17,5.5,8.5,4.79,4.0,5.71,7.83,12.21
5998,77,6,4,16.71,7.21,10.58,6.21,11.34,9.5,12.83,9.62,10.5,9.92,13.54,14.54
5999,77,6,5,17.79,11.75,11.17,7.75,15.92,10.41,13.04,9.17,10.54,11.46,14.09,17.08
6000,77,6,6,20.62,18.71,14.71,9.83,18.46,13.04,14.67,13.29,12.87,12.71,21.34,21.84
6001,77,6,7,17.62,11.17,11.21,6.79,13.29,8.17,11.67,9.04,7.87,9.54,16.13,18.79
6002,77,6,8,9.0,6.87,7.08,3.17,6.87,4.71,6.71,5.58,5.63,5.63,11.08,13.25
6003,77,6,9,7.41,8.5,12.83,3.0,6.67,3.75,7.58,4.29,5.88,3.79,12.33,9.79
6004,77,6,10,14.12,12.75,27.25,8.29,10.88,8.17,16.0,10.08,9.54,10.04,19.62,20.79
6005,77,6,11,13.75,10.58,21.0,8.08,9.46,10.17,14.79,8.63,9.83,10.96,18.34,19.12
6006,77,6,12,7.0,6.79,8.58,4.63,6.34,7.38,7.67,4.33,6.63,6.17,8.17,9.33
6007,77,6,13,12.87,8.08,9.25,4.58,7.0,6.63,6.21,5.91,5.58,5.58,9.46,7.0
6008,77,6,14,11.92,11.17,18.66,6.87,9.87,8.79,11.08,8.75,9.33,9.29,13.62,16.62
6009,77,6,15,7.21,9.21,20.5,4.79,6.08,6.87,11.0,5.54,7.46,7.54,14.0,9.83
6010,77,6,16,8.5,2.58,18.0,2.21,6.34,9.46,10.0,5.83,9.87,7.46,12.29,9.62
6011,77,6,17,11.46,4.29,15.59,2.88,8.38,9.25,9.42,7.58,9.21,5.25,13.04,5.71
6012,77,6,18,6.21,7.0,13.79,3.25,7.38,6.0,5.54,6.0,4.92,4.29,13.5,12.25
6013,77,6,19,7.08,7.29,8.75,3.0,7.21,5.58,4.0,6.87,6.5,5.83,10.5,12.0
6014,77,6,20,4.83,4.54,12.54,1.96,4.88,2.83,4.0,1.0,3.37,1.46,9.29,4.88
6015,77,6,21,4.83,4.38,10.75,2.04,5.63,2.25,2.96,2.21,1.67,2.42,5.79,4.79
6016,77,6,22,6.0,3.25,4.21,1.71,3.79,3.58,2.79,1.17,2.92,2.96,2.96,3.58
6017,77,6,23,7.33,7.71,6.5,3.5,6.08,6.29,5.0,3.71,4.42,5.37,8.33,8.33
6018,77,6,24,13.5,11.71,10.79,4.12,10.41,8.17,6.04,4.5,5.54,4.12,9.38,6.25
6019,77,6,25,16.25,7.04,9.38,6.5,10.17,9.04,8.79,6.0,7.62,8.63,9.13,12.42
6020,77,6,26,9.79,6.92,9.38,4.38,9.38,7.79,9.75,5.04,9.25,7.12,12.12,11.58
6021,77,6,27,11.08,7.54,12.12,4.21,7.92,6.71,12.25,4.71,8.79,5.83,6.0,7.08
6022,77,6,28,14.58,8.71,8.42,5.75,9.33,8.12,7.08,5.66,6.63,7.0,9.71,10.79
6023,77,6,29,13.08,11.25,7.25,5.25,13.25,8.92,7.5,7.0,7.46,6.25,12.46,12.54
6024,77,6,30,19.21,17.46,16.0,9.21,17.83,12.25,14.96,8.04,12.71,11.5,15.67,15.04
6025,77,7,1,15.41,16.29,17.08,6.25,11.83,11.83,12.29,10.58,10.41,7.21,17.37,7.83
6026,77,7,2,15.59,15.87,15.34,8.46,13.62,11.79,13.08,11.96,11.63,11.79,24.5,17.33
6027,77,7,3,6.25,12.62,9.0,4.83,10.54,8.96,7.33,8.29,8.54,10.21,19.79,12.5
6028,77,7,4,6.71,12.17,4.08,4.71,10.04,7.83,4.17,6.46,8.58,9.42,15.54,10.79
6029,77,7,5,5.79,1.13,7.33,2.37,1.58,2.62,4.21,2.08,6.17,4.21,10.0,5.09
6030,77,7,6,4.46,3.08,9.71,2.08,3.13,4.42,6.21,0.21,5.79,3.33,6.87,7.17
6031,77,7,7,8.87,9.21,6.5,1.92,8.12,4.21,4.29,5.25,2.83,3.37,8.21,7.87
6032,77,7,8,18.08,12.25,13.88,7.04,10.37,7.58,8.42,7.92,8.12,9.0,12.71,12.46
6033,77,7,9,8.96,8.79,20.33,6.42,8.25,6.96,8.87,6.87,6.42,4.17,14.62,6.25
6034,77,7,10,8.58,5.0,16.33,4.04,7.29,7.21,8.42,4.33,9.29,6.0,10.46,4.5
6035,77,7,11,7.25,4.17,15.71,3.46,2.83,5.66,6.79,2.79,5.71,4.92,8.42,5.58
6036,77,7,12,6.58,2.75,12.5,3.13,6.08,7.67,9.04,5.09,7.17,3.75,14.58,6.17
6037,77,7,13,4.63,3.08,14.33,4.58,5.0,5.79,6.79,3.92,4.67,3.08,12.0,5.04
6038,77,7,14,4.79,2.46,8.46,2.75,4.42,2.67,6.17,0.37,3.79,2.5,4.5,6.34
6039,77,7,15,9.38,5.21,6.38,3.5,5.58,6.08,7.17,5.13,5.71,5.37,11.0,10.37
6040,77,7,16,11.0,6.87,7.54,3.46,6.58,4.29,9.08,5.66,5.5,5.09,12.46,13.5
6041,77,7,17,18.63,13.54,14.17,8.79,15.54,11.29,14.17,12.08,12.38,11.34,18.25,19.04
6042,77,7,18,15.46,10.75,11.12,9.0,15.67,12.04,18.16,12.42,11.83,14.0,18.12,18.75
6043,77,7,19,14.04,12.71,11.0,7.92,15.59,12.04,17.5,11.63,12.46,10.67,17.92,18.0
6044,77,7,20,16.25,9.33,10.63,7.96,11.71,9.25,15.29,7.62,10.21,11.83,11.63,18.21
6045,77,7,21,5.5,8.42,7.92,2.96,8.46,6.46,7.83,2.71,7.38,5.88,10.37,10.0
6046,77,7,22,8.04,10.37,9.67,4.25,9.96,8.29,13.21,9.08,10.04,9.59,16.58,13.08
6047,77,7,23,18.79,14.96,15.92,8.87,13.21,12.04,15.5,12.83,12.75,15.25,18.08,19.04
6048,77,7,24,13.33,13.62,11.5,9.38,15.12,11.58,17.21,11.83,11.63,12.71,16.92,23.21
6049,77,7,25,20.33,16.25,13.67,11.79,15.59,12.29,15.41,9.83,11.04,13.33,15.34,23.29
6050,77,7,26,12.79,7.92,8.21,5.71,11.42,7.33,11.58,6.46,7.79,8.08,10.63,15.63
6051,77,7,27,13.17,7.87,6.46,5.25,9.38,6.71,9.42,4.83,7.12,6.08,9.83,11.0
6052,77,7,28,10.63,7.0,11.42,4.63,6.96,6.25,9.21,5.75,6.96,7.58,9.0,12.96
6053,77,7,29,8.75,3.96,6.87,3.92,4.42,4.79,7.38,2.04,4.54,4.08,9.96,11.71
6054,77,7,30,10.88,7.04,5.17,4.25,7.54,6.17,7.41,4.29,6.87,7.71,8.12,12.79
6055,77,7,31,8.42,3.88,7.08,4.33,3.63,3.5,7.21,2.0,4.08,4.67,6.87,12.29
6056,77,8,1,4.33,2.96,4.42,2.33,0.96,1.08,4.96,1.87,2.33,2.04,10.5,9.83
6057,77,8,2,5.46,5.0,7.96,2.88,6.17,4.5,8.87,3.0,4.71,4.17,9.62,10.29
6058,77,8,3,11.29,6.58,9.54,4.67,7.0,5.83,9.62,4.33,7.12,4.5,11.42,10.41
6059,77,8,4,16.79,14.12,15.16,7.17,13.59,10.79,14.88,9.59,13.0,11.71,15.41,15.79
6060,77,8,5,8.75,8.87,11.42,4.92,5.04,5.46,9.0,4.42,5.79,6.83,9.46,13.0
6061,77,8,6,6.71,2.71,13.37,2.88,1.71,2.79,6.34,1.75,3.54,2.75,4.58,7.29
6062,77,8,7,4.54,3.67,6.75,2.29,1.54,2.37,7.04,1.04,3.96,3.5,4.25,7.38
6063,77,8,8,3.92,3.08,4.54,1.42,1.92,2.17,4.46,1.38,3.63,2.79,3.75,9.87
6064,77,8,9,5.79,2.5,5.46,1.92,1.42,1.96,3.71,1.13,2.33,1.79,5.91,5.04
6065,77,8,10,5.04,10.25,5.41,3.79,6.63,5.37,5.83,3.75,5.75,5.88,11.96,9.83
6066,77,8,11,6.87,11.87,5.79,5.25,8.67,7.54,6.5,4.58,7.21,6.25,11.79,11.08
6067,77,8,12,6.29,13.25,4.75,3.54,9.29,7.17,7.21,3.67,5.54,7.0,6.04,12.25
6068,77,8,13,12.0,16.33,4.88,3.88,10.63,7.54,6.54,6.29,7.08,6.75,12.96,16.96
6069,77,8,14,7.58,6.67,6.96,5.46,7.5,8.63,7.87,5.33,7.17,5.83,9.75,11.75
6070,77,8,15,3.17,2.92,7.08,2.75,1.13,3.71,7.67,1.0,5.63,5.33,5.63,12.54
6071,77,8,16,11.71,7.79,18.0,6.21,7.71,9.25,15.37,7.54,10.75,8.38,10.21,16.0
6072,77,8,17,13.67,10.58,27.88,10.0,10.75,10.63,19.17,8.12,11.34,10.46,13.13,11.92
6073,77,8,18,10.08,4.83,18.0,4.04,5.41,4.25,9.17,3.75,4.96,3.46,7.62,6.29
6074,77,8,19,6.5,3.42,11.75,3.42,4.46,4.17,7.12,1.33,4.29,3.29,5.04,3.96
6075,77,8,20,10.88,5.58,12.75,5.41,6.58,4.88,7.46,2.83,5.83,3.96,6.58,3.08
6076,77,8,21,11.83,5.37,8.63,4.58,4.12,2.79,7.96,2.83,4.38,1.5,6.5,8.5
6077,77,8,22,6.79,6.21,15.21,3.63,3.5,4.29,9.21,1.54,4.67,3.92,4.71,11.21
6078,77,8,23,11.83,12.42,10.04,6.63,12.67,8.67,8.54,6.83,7.96,7.21,10.63,10.5
6079,77,8,24,13.62,9.25,17.0,6.54,8.83,11.0,16.29,6.04,10.83,12.58,8.83,23.42
6080,77,8,25,11.04,9.59,9.96,3.96,11.42,7.62,9.67,3.33,7.79,4.58,8.21,6.79
6081,77,8,26,9.92,12.33,9.21,5.29,13.0,7.25,10.67,9.21,7.25,9.21,18.84,24.08
6082,77,8,27,19.38,11.08,17.83,8.0,9.13,8.38,10.54,5.66,7.17,7.08,10.0,14.29
6083,77,8,28,10.88,11.25,10.29,2.71,6.79,7.79,9.08,12.0,9.13,8.75,22.29,20.67
6084,77,8,29,12.17,8.21,11.34,5.17,9.67,8.0,11.58,10.0,9.25,9.5,17.67,20.88
6085,77,8,30,9.79,3.58,8.92,3.83,3.21,4.17,7.46,1.87,2.96,1.58,9.54,5.96
6086,77,8,31,7.62,7.29,10.75,3.5,4.79,4.75,7.46,4.83,4.58,3.96,11.75,10.58
6087,77,9,1,17.37,16.33,16.83,8.58,14.46,11.83,15.09,13.92,13.29,13.88,23.29,25.17
6088,77,9,2,12.75,11.87,11.17,6.54,12.92,10.25,14.37,11.04,10.41,12.5,18.96,24.25
6089,77,9,3,11.12,11.75,9.38,4.63,10.0,8.46,12.12,9.17,7.67,8.04,19.38,19.12
6090,77,9,4,19.25,15.83,17.0,7.5,15.04,12.54,16.04,12.71,13.04,15.04,21.71,26.12
6091,77,9,5,9.0,10.5,8.17,4.71,9.71,7.46,11.63,7.29,9.25,8.58,16.25,20.58
6092,77,9,6,16.66,12.42,14.12,7.92,12.12,9.21,14.46,8.0,10.29,9.75,14.25,17.0
6093,77,9,7,6.46,3.17,4.75,1.08,3.37,4.21,8.17,2.75,4.88,4.33,11.5,17.33
6094,77,9,8,10.92,7.46,8.38,4.83,9.21,7.21,10.58,5.13,8.33,6.87,12.0,14.54
6095,77,9,9,11.38,11.34,10.71,5.33,8.42,8.5,11.75,8.83,8.21,7.33,15.87,17.29
6096,77,9,10,15.75,15.54,18.5,8.83,13.88,11.04,20.46,11.08,12.46,9.79,17.21,15.41
6097,77,9,11,10.29,8.75,12.25,6.21,10.29,10.83,14.04,10.67,12.42,12.08,17.12,22.92
6098,77,9,12,8.79,6.96,8.92,4.17,3.04,4.38,7.92,2.75,4.25,5.5,7.0,14.09
6099,77,9,13,3.88,4.42,4.29,1.54,2.79,2.83,4.58,2.88,3.92,3.92,9.21,11.87
6100,77,9,14,3.21,3.54,4.92,1.63,2.29,3.04,8.58,1.63,4.75,5.21,9.29,17.04
6101,77,9,15,4.58,2.25,8.71,1.38,2.46,1.42,2.42,0.42,1.79,0.83,4.83,8.58
6102,77,9,16,12.04,5.21,11.25,3.63,7.71,8.12,13.46,7.41,9.33,6.96,10.71,16.17
6103,77,9,17,12.71,12.71,14.0,4.46,9.38,7.5,10.58,6.04,6.96,5.71,11.0,14.04
6104,77,9,18,10.34,6.54,13.96,3.21,5.46,5.83,8.38,3.0,5.0,4.04,8.58,6.54
6105,77,9,19,9.92,4.63,11.83,3.33,3.67,4.5,8.5,2.42,4.58,3.42,6.92,7.29
6106,77,9,20,9.38,7.33,10.37,2.96,5.37,4.79,7.5,2.83,4.96,4.21,7.29,8.87
6107,77,9,21,6.46,2.71,8.21,2.42,4.29,2.83,5.13,0.29,1.67,0.29,4.33,2.08
6108,77,9,22,8.92,11.42,7.0,1.87,7.54,3.29,5.0,3.67,4.83,4.08,8.63,9.71
6109,77,9,23,24.79,23.09,15.71,10.0,20.58,14.46,15.21,12.46,11.71,11.75,16.79,18.25
6110,77,9,24,17.0,13.13,18.38,10.41,14.37,16.08,20.12,12.58,14.75,17.79,17.54,27.04
6111,77,9,25,13.83,12.46,12.46,4.46,11.12,8.42,11.08,10.29,8.92,9.0,15.16,16.88
6112,77,9,26,12.5,12.04,12.08,6.04,9.71,8.87,8.67,10.21,9.54,10.34,14.92,15.59
6113,77,9,27,14.5,15.54,11.67,7.58,10.37,7.54,9.83,9.46,9.0,7.08,12.08,13.21
6114,77,9,28,19.83,18.05,15.46,12.54,21.34,15.34,21.09,18.05,16.42,16.46,23.75,29.63
6115,77,9,29,20.33,17.04,17.25,10.96,21.71,13.37,20.3,14.67,16.46,15.04,23.79,28.84
6116,77,9,30,20.21,18.25,17.75,10.41,19.7,13.13,21.12,16.04,15.75,15.37,22.17,25.46
6117,77,10,1,16.75,15.34,12.25,9.42,16.38,11.38,18.5,13.92,14.09,14.46,22.34,29.67
6118,77,10,2,7.41,5.46,7.62,2.92,6.75,5.33,10.79,6.17,7.83,7.0,9.75,16.29
6119,77,10,3,14.62,13.54,14.29,5.09,10.13,8.21,10.17,9.75,10.08,6.87,14.62,15.16
6120,77,10,4,13.33,14.33,9.62,5.63,12.79,8.63,11.21,9.59,9.92,7.71,14.79,16.29
6121,77,10,5,7.33,6.34,6.54,1.42,6.63,4.58,7.75,5.83,7.0,6.87,11.54,15.71
6122,77,10,6,17.25,18.08,21.0,8.75,11.75,8.17,14.96,12.0,10.63,10.08,19.79,21.67
6123,77,10,7,9.75,8.96,9.08,4.58,9.75,7.33,10.88,9.87,9.13,9.04,12.17,17.37
6124,77,10,8,8.0,4.25,8.08,2.83,5.37,6.54,10.41,10.08,9.96,10.04,16.38,18.25
6125,77,10,9,16.33,15.41,11.79,8.21,16.58,10.71,15.25,13.33,11.79,9.75,17.58,13.46
6126,77,10,10,12.21,11.54,7.62,3.71,8.0,6.21,9.75,6.71,6.75,6.34,9.04,13.21
6127,77,10,11,25.92,20.46,20.96,13.46,18.05,13.67,16.29,17.37,16.58,17.46,24.25,24.04
6128,77,10,12,16.83,15.83,14.67,8.25,16.5,12.87,16.71,17.92,14.83,17.12,26.58,28.46
6129,77,10,13,13.88,14.83,11.79,5.66,12.67,8.67,10.58,13.0,10.5,7.41,16.42,15.83
6130,77,10,14,13.21,14.04,13.08,7.46,13.62,10.37,12.54,12.12,12.79,7.92,15.21,20.25
6131,77,10,15,17.0,18.08,15.67,8.38,15.46,14.58,18.21,14.71,14.5,8.38,16.29,22.79
6132,77,10,16,13.08,18.41,11.29,4.75,14.71,10.5,11.29,13.17,11.67,8.96,16.21,20.38
6133,77,10,17,12.5,14.79,12.54,5.79,12.46,13.29,13.33,9.08,10.21,6.63,12.54,16.17
6134,77,10,18,13.5,13.7,13.7,6.96,12.17,11.58,12.17,11.17,13.46,9.75,12.29,20.79
6135,77,10,19,15.34,11.21,13.79,7.87,9.21,9.87,12.04,11.96,12.67,11.46,15.29,17.12
6136,77,10,20,8.33,10.13,10.04,3.21,6.25,6.58,8.92,8.0,7.67,7.54,10.96,13.17
6137,77,10,21,14.62,13.37,13.75,8.29,10.88,9.21,11.83,9.92,12.83,9.79,10.63,12.58
6138,77,10,22,18.25,11.5,15.16,6.13,9.25,7.33,10.58,9.71,9.75,10.37,14.54,18.63
6139,77,10,23,22.29,20.08,16.0,7.87,14.0,12.5,16.5,14.46,13.7,12.71,21.25,21.59
6140,77,10,24,15.79,11.21,12.67,7.25,9.67,9.46,14.88,11.92,11.63,10.63,19.41,22.58
6141,77,10,25,10.67,12.71,8.83,4.08,8.12,8.79,9.79,12.83,8.46,8.92,21.87,18.38
6142,77,10,26,20.04,18.05,15.25,8.83,13.79,12.42,13.0,14.67,13.96,14.09,28.75,25.84
6143,77,10,27,11.79,13.96,8.54,6.04,12.17,8.5,13.25,12.29,11.25,11.17,24.67,24.96
6144,77,10,28,14.25,12.83,11.12,4.79,12.83,9.33,14.92,14.54,13.37,10.37,22.67,23.42
6145,77,10,29,23.91,18.41,16.42,10.96,14.46,12.08,14.37,16.21,14.5,16.5,25.66,25.41
6146,77,10,30,27.71,20.08,25.12,15.0,13.54,12.92,18.05,17.41,14.54,16.79,26.67,27.12
6147,77,10,31,13.25,15.83,9.13,5.79,11.21,8.21,11.75,8.42,9.87,8.42,16.71,18.54
6148,77,11,1,16.71,11.54,12.17,4.17,8.54,7.17,11.12,6.46,8.25,6.21,11.04,15.63
6149,77,11,2,11.54,10.92,7.38,3.92,9.0,6.67,8.46,7.87,7.5,6.42,15.16,15.5
6150,77,11,3,15.59,18.91,12.33,8.75,15.46,9.96,18.29,12.79,12.42,10.92,20.96,27.5
6151,77,11,4,14.62,14.17,10.54,4.75,10.13,8.38,12.62,9.25,9.13,8.75,14.83,19.79
6152,77,11,5,20.33,17.75,16.46,9.0,13.5,10.63,15.29,13.17,12.42,12.96,16.96,20.38
6153,77,11,6,20.38,19.67,15.63,9.17,14.5,12.12,17.46,17.04,13.88,15.25,24.37,28.12
6154,77,11,7,21.17,17.16,19.33,10.21,14.88,12.21,19.33,9.04,12.83,11.21,16.71,19.38
6155,77,11,8,16.17,16.83,15.29,6.13,14.5,11.58,16.88,13.79,13.13,12.67,24.71,26.87
6156,77,11,9,16.66,18.21,15.34,7.62,11.58,10.79,12.12,12.0,10.58,8.75,15.79,15.25
6157,77,11,10,23.91,23.79,20.04,13.46,15.34,13.96,17.79,22.5,15.71,19.12,33.34,26.38
6158,77,11,11,30.84,30.34,26.42,18.05,25.8,17.71,24.13,21.29,19.21,20.71,25.84,29.58
6159,77,11,12,21.12,22.71,14.37,10.92,21.59,12.58,19.29,16.38,14.33,12.83,23.42,30.13
6160,77,11,13,15.25,13.96,11.54,8.75,14.29,10.96,16.21,13.25,13.54,13.21,18.75,27.75
6161,77,11,14,27.92,25.25,19.33,18.71,28.46,19.5,28.16,24.0,20.79,22.58,30.91,38.66
6162,77,11,15,23.21,17.83,13.54,12.5,16.13,11.83,18.79,14.54,13.54,14.21,22.21,32.42
6163,77,11,16,18.79,18.63,12.62,8.25,15.16,10.54,13.54,12.25,10.67,6.63,21.5,17.41
6164,77,11,17,22.29,15.63,16.42,8.25,10.92,8.83,13.59,10.04,10.17,10.29,17.37,27.25
6165,77,11,18,11.34,4.38,11.75,4.17,6.42,4.83,11.38,6.83,7.38,6.96,12.62,20.83
6166,77,11,19,17.21,18.88,14.54,10.46,17.0,12.0,19.92,14.09,14.67,13.17,22.25,29.29
6167,77,11,20,20.46,18.66,16.71,8.08,10.41,7.71,13.33,9.83,10.41,8.71,17.16,26.08
6168,77,11,21,20.38,16.25,18.46,10.0,10.88,9.92,14.17,11.58,12.08,11.63,20.75,31.42
6169,77,11,22,16.29,10.63,12.21,6.08,8.42,8.0,13.46,9.17,9.83,10.63,14.92,24.21
6170,77,11,23,18.0,19.87,15.0,11.42,19.38,13.75,23.83,19.7,17.37,16.58,26.38,34.83
6171,77,11,24,18.46,13.0,14.0,9.87,9.5,9.54,17.08,10.63,10.34,14.79,14.25,31.88
6172,77,11,25,5.88,4.46,8.46,1.0,1.79,1.96,7.54,2.08,2.13,1.79,2.13,8.12
6173,77,11,26,9.83,11.63,5.33,0.25,3.92,2.46,4.04,5.46,1.87,3.54,6.92,10.37
6174,77,11,27,9.75,10.58,8.71,0.83,7.12,4.83,4.0,6.79,3.04,3.92,10.0,10.46
6175,77,11,28,8.67,10.83,9.25,1.58,2.17,1.71,5.71,3.17,2.13,4.04,4.04,7.71
6176,77,11,29,9.0,6.75,5.21,0.71,2.08,0.96,1.87,1.38,0.0,0.04,6.13,8.46
6177,77,11,30,6.63,4.12,8.46,0.46,3.79,1.75,2.13,2.21,0.21,1.29,5.04,8.33
6178,77,12,1,13.37,10.92,12.42,2.37,5.79,6.13,8.96,7.38,6.29,5.71,8.54,12.42
6179,77,12,2,21.79,15.12,20.96,10.25,15.96,15.0,20.33,14.54,14.83,14.17,15.34,24.3
6180,77,12,3,26.2,24.87,24.17,11.25,22.71,20.21,24.08,18.96,17.88,18.38,19.55,29.95
6181,77,12,4,25.17,23.91,22.04,11.54,22.0,21.34,22.46,21.84,16.21,18.16,22.54,28.12
6182,77,12,5,16.33,17.04,19.25,9.21,14.29,14.0,20.21,15.34,13.83,15.04,16.38,25.84
6183,77,12,6,10.63,4.38,15.09,5.75,7.96,8.75,18.34,13.46,12.29,11.04,12.62,31.96
6184,77,12,7,14.71,11.54,16.58,6.83,11.92,12.58,15.75,17.12,13.7,14.0,16.04,33.45
6185,77,12,8,6.63,4.54,10.83,3.75,4.58,4.75,9.0,6.42,5.33,4.79,8.12,15.83
6186,77,12,9,15.63,15.63,15.67,6.79,12.42,11.04,14.17,10.54,11.38,10.71,12.96,19.58
6187,77,12,10,15.29,14.62,11.71,5.21,10.13,8.21,9.75,11.5,10.21,10.83,18.0,20.0
6188,77,12,11,20.79,13.96,17.92,7.5,10.25,8.75,12.33,7.92,8.92,7.46,9.5,11.21
6189,77,12,12,11.71,14.09,11.25,5.71,12.62,8.38,12.33,7.71,9.38,7.29,11.67,12.42
6190,77,12,13,11.38,13.04,12.38,3.58,8.63,8.75,13.42,13.17,10.37,10.13,16.66,15.04
6191,77,12,14,10.96,11.42,11.79,2.96,7.0,7.92,13.79,13.96,9.38,11.38,19.67,21.75
6192,77,12,15,7.75,12.08,6.75,2.21,6.54,4.5,7.58,7.75,6.25,5.54,9.04,12.58
6193,77,12,16,8.25,9.17,6.79,3.33,7.08,5.46,6.54,3.75,7.21,5.09,7.46,12.67
6194,77,12,17,5.41,4.83,7.38,1.21,4.0,1.71,2.67,1.25,1.33,0.67,2.29,9.87
6195,77,12,18,4.92,2.21,5.09,1.13,2.37,2.33,2.71,1.71,3.46,2.5,2.37,7.54
6196,77,12,19,7.5,7.71,6.25,3.37,9.17,6.71,4.79,4.12,6.71,4.04,5.83,11.29
6197,77,12,20,13.0,16.33,14.29,7.25,13.79,10.21,11.67,9.83,11.38,6.42,11.67,11.46
6198,77,12,21,17.62,17.88,18.71,8.67,14.17,14.54,14.17,13.88,11.87,10.5,13.83,24.33
6199,77,12,22,19.7,14.37,17.0,9.83,11.42,10.25,10.71,9.42,10.83,11.29,13.83,17.62
6200,77,12,23,19.58,15.16,17.79,9.87,11.58,10.41,12.96,8.17,8.92,7.29,11.42,12.79
6201,77,12,24,17.79,14.25,14.75,11.67,17.67,12.62,21.75,13.54,15.25,12.96,16.88,23.16
6202,77,12,25,10.29,8.54,9.33,3.17,8.21,6.46,10.96,8.67,9.62,7.5,13.08,15.34
6203,77,12,26,11.96,14.58,9.75,4.08,10.54,7.75,11.96,9.87,10.92,7.79,15.12,14.42
6204,77,12,27,22.08,18.16,15.16,11.04,13.75,10.67,16.08,12.54,11.12,10.54,19.46,26.96
6205,77,12,28,19.7,12.75,15.63,9.75,10.0,5.83,12.58,9.59,10.0,8.83,14.54,26.83
6206,77,12,29,14.33,10.41,9.92,7.12,14.21,9.42,15.71,11.75,12.33,10.75,15.5,23.71
6207,77,12,30,21.75,13.96,12.12,10.88,17.29,11.21,16.83,14.58,13.0,12.0,16.33,26.3
6208,77,12,31,15.09,7.62,8.79,7.08,10.63,7.58,15.59,11.54,12.25,9.08,14.12,19.55
6209,78,1,1,8.33,7.12,7.71,3.54,8.5,7.5,14.71,10.0,11.83,10.0,15.09,20.46
6210,78,1,2,14.62,11.83,10.5,7.41,14.21,9.62,17.08,13.46,13.5,11.67,22.63,27.92
6211,78,1,3,20.67,17.29,14.54,12.12,18.91,13.54,21.96,16.62,15.09,15.5,20.33,28.04
6212,78,1,4,12.96,10.67,7.62,6.42,13.88,8.5,8.38,11.83,5.91,3.75,14.29,15.29
6213,78,1,5,12.12,10.46,11.29,3.37,8.79,7.87,13.88,15.04,12.54,13.17,20.41,23.5
6214,78,1,6,16.5,13.83,14.21,6.42,9.87,9.54,11.29,12.87,11.12,13.21,20.41,21.62
6215,78,1,7,6.0,3.04,7.08,2.04,4.71,3.75,8.08,6.87,5.46,6.17,12.08,15.63
6216,78,1,8,9.21,11.58,6.63,2.04,8.38,7.83,8.12,12.04,7.25,10.46,19.75,20.75
6217,78,1,9,14.88,17.46,12.12,8.17,13.75,9.08,17.33,11.0,11.71,9.83,18.75,22.63
6218,78,1,10,16.38,21.54,14.42,9.42,16.83,9.5,16.62,10.29,12.17,10.29,19.46,19.79
6219,78,1,11,25.96,23.0,23.5,13.37,17.16,13.75,19.41,13.42,14.33,15.12,23.63,34.7
6220,78,1,12,13.0,8.67,18.66,6.29,6.38,5.29,11.58,4.54,5.91,6.13,9.87,19.79
6221,78,1,13,7.38,3.04,8.83,1.46,3.88,1.83,9.87,4.63,3.96,3.25,6.04,15.5
6222,78,1,14,4.67,1.08,8.04,2.79,2.33,0.71,4.17,1.21,1.67,2.37,3.96,10.63
6223,78,1,15,2.0,3.88,6.67,0.87,4.12,2.29,1.58,6.13,3.54,4.5,9.96,14.42
6224,78,1,16,14.79,11.92,12.83,5.37,8.5,5.04,7.87,6.38,7.04,5.46,8.75,13.25
6225,78,1,17,12.83,5.83,7.87,2.75,6.54,3.46,8.33,5.09,4.96,4.88,9.33,12.71
